id,pedido_id,cliente_id,categoria_problema,data_abertura,data_resolucao,status,id_x,produto_id,quantidade,preco_praticado,desconto_aplicado,id_y,nome,categoria,subcategoria,preco_unitario,custo_unitario,fornecedor
67,10982,2403,cobrança,2023-01-30,2023-01-31,resolvido,26926,31,3,147.3,0.18,31,Camisetas 31,Moda,Camisetas,179.64,121.35,GlobalBR Comércio
68,12604,2239,dúvida,2023-12-01,2023-12-06,resolvido,30878,70,3,1129.72,0.04,70,Utensílios 70,Casa & Decoração,Utensílios,1176.79,681.46,AlphaSupply
68,12604,2239,dúvida,2023-12-01,2023-12-06,resolvido,30879,110,2,2181.55,0.01,110,Vitaminas 110,Beleza & Saúde,Vitaminas,2203.59,1145.98,TechBrasil Ltda
69,3458,70,defeito,2023-11-29,,aberto,8387,31,4,140.12,0.22,31,Camisetas 31,Moda,Camisetas,179.64,121.35,GlobalBR Comércio
69,3458,70,defeito,2023-11-29,,aberto,8388,60,5,467.51,0.07,60,Tapetes 60,Casa & Decoração,Tapetes,502.7,225.85,DeltaFornece ME
70,10445,2731,dúvida,2023-11-20,2023-11-23,resolvido,25612,63,3,2147.83,0.28,63,Quadros 63,Casa & Decoração,Quadros,2983.1,2188.08,MegaDistribuidora
70,10445,2731,dúvida,2023-11-20,2023-11-23,resolvido,25613,78,3,2660.19,0.18,78,Tênis Esportivo 78,Esporte & Lazer,Tênis Esportivo,3244.14,1605.43,TechBrasil Ltda
70,10445,2731,dúvida,2023-11-20,2023-11-23,resolvido,25614,157,3,481.33,0.3,157,Roupas Infantis 157,Bebês & Crianças,Roupas Infantis,687.61,316.94,TechBrasil Ltda
71,4762,6,troca,2024-11-21,2024-11-23,resolvido,11595,69,4,755.18,0.18,69,Utensílios 69,Casa & Decoração,Utensílios,920.95,417.57,TechBrasil Ltda
71,4762,6,troca,2024-11-21,2024-11-23,resolvido,11596,136,2,1038.56,0.28,136,Agendas 136,Livros & Papelaria,Agendas,1442.44,947.74,MegaDistribuidora
71,4762,6,troca,2024-11-21,2024-11-23,resolvido,11597,113,2,320.97,0.27,113,Cafés 113,Alimentos & Bebidas,Cafés,439.68,292.65,TechBrasil Ltda
72,13776,48,troca,2023-11-27,,escalado,33726,138,3,1706.86,0.01,138,Agendas 138,Livros & Papelaria,Agendas,1724.1,1163.94,MarcoPolo Distribuição
72,13776,48,troca,2023-11-27,,escalado,33727,17,4,3237.8,0.02,17,Smart TVs 17,Eletrônicos,Smart TVs,3303.88,2080.86,MegaDistribuidora
73,10106,1190,dúvida,2024-01-19,2024-01-26,resolvido,24755,94,2,2194.11,0.17,94,Cosméticos 94,Beleza & Saúde,Cosméticos,2643.5,1865.66,MegaDistribuidora
73,10106,1190,dúvida,2024-01-19,2024-01-26,resolvido,24756,152,5,1647.83,0.05,152,Roupas Infantis 152,Bebês & Crianças,Roupas Infantis,1734.56,968.0,FornecedorX
73,10106,1190,dúvida,2024-01-19,2024-01-26,resolvido,24757,17,3,2907.41,0.12,17,Smart TVs 17,Eletrônicos,Smart TVs,3303.88,2080.86,MegaDistribuidora
73,10106,1190,dúvida,2024-01-19,2024-01-26,resolvido,24758,89,1,1746.11,0.08,89,Natação 89,Esporte & Lazer,Natação,1897.95,1151.37,NorteImport Ltda
74,13281,2304,defeito,2023-08-17,2023-08-18,resolvido,32541,140,3,885.96,0.05,140,Material Escolar 140,Livros & Papelaria,Material Escolar,932.59,614.85,MegaDistribuidora
74,13281,2304,defeito,2023-08-17,2023-08-18,resolvido,32542,87,4,1669.85,0.01,87,Camping 87,Esporte & Lazer,Camping,1686.72,924.15,AlphaSupply
75,7391,274,cobrança,2023-11-23,,aberto,18141,73,1,1473.46,0.02,73,Bicicletas 73,Esporte & Lazer,Bicicletas,1503.53,1107.95,SulFornece SA
76,14903,2583,troca,2024-01-23,2024-01-28,resolvido,36510,147,5,2503.97,0.14,147,Fraldas 147,Bebês & Crianças,Fraldas,2911.59,1402.16,MarcoPolo Distribuição
77,8067,469,troca,2024-08-18,,aberto,19799,121,5,948.71,0.29,121,Vinhos 121,Alimentos & Bebidas,Vinhos,1336.21,814.13,MegaDistribuidora
78,1155,1132,troca,2023-02-14,,escalado,2788,165,1,1834.36,0.04,165,Tapetes 165,Casa & Decoração,Tapetes,1910.79,1075.71,MarcoPolo Distribuição
79,6073,326,cobrança,2023-03-27,,escalado,14891,77,5,1535.09,0.02,77,Tênis Esportivo 77,Esporte & Lazer,Tênis Esportivo,1566.42,1007.2,AlphaSupply
79,6073,326,cobrança,2023-03-27,,escalado,14892,47,1,1500.52,0.03,47,Roupas Íntimas 47,Moda,Roupas Íntimas,1546.93,1144.28,MarcoPolo Distribuição
79,6073,326,cobrança,2023-03-27,,escalado,14893,173,4,2529.22,0.0,173,Material Escolar 173,Livros & Papelaria,Material Escolar,2529.22,1073.72,GlobalBR Comércio
80,13974,251,cobrança,2023-03-31,2023-04-01,resolvido,34232,119,5,879.45,0.24,119,Chás 119,Alimentos & Bebidas,Chás,1157.17,511.74,MarcoPolo Distribuição
80,13974,251,cobrança,2023-03-31,2023-04-01,resolvido,34233,30,5,3078.2,0.05,30,Camisetas 30,Moda,Camisetas,3240.21,1923.14,TechBrasil Ltda
81,7380,1211,dúvida,2023-03-17,2023-03-18,resolvido,18106,67,4,2802.17,0.04,67,Vasos 67,Casa & Decoração,Vasos,2918.93,1326.84,DeltaFornece ME
82,12475,790,cobrança,2024-11-26,,aberto,30573,83,4,3281.76,0.05,83,Equipamentos de Academia 83,Esporte & Lazer,Equipamentos de Academia,3454.48,2319.44,SulFornece SA
83,12164,1233,troca,2024-09-10,2024-09-17,resolvido,29797,63,1,2953.27,0.01,63,Quadros 63,Casa & Decoração,Quadros,2983.1,2188.08,MegaDistribuidora
84,9359,2319,troca,2024-09-04,2024-09-09,resolvido,22881,166,4,1345.89,0.02,166,Utensílios 166,Casa & Decoração,Utensílios,1373.36,672.28,GlobalBR Comércio
85,9383,784,atraso,2024-09-24,2024-10-04,resolvido,22933,93,4,2857.38,0.01,93,Cosméticos 93,Beleza & Saúde,Cosméticos,2886.24,1265.79,FornecedorX
86,13033,1054,defeito,2023-03-13,,aberto,31936,118,1,2906.81,0.03,118,Chás 118,Alimentos & Bebidas,Chás,2996.71,1495.32,DeltaFornece ME
87,8460,1478,dúvida,2023-02-08,,aberto,20719,10,4,1550.35,0.01,10,Tablets 10,Eletrônicos,Tablets,1566.01,830.63,DeltaFornece ME
88,12616,2740,defeito,2023-12-19,2023-12-29,resolvido,30910,124,3,1978.93,0.1,124,Chocolates 124,Alimentos & Bebidas,Chocolates,2198.81,1230.03,GlobalBR Comércio
89,2420,1547,defeito,2023-12-08,2023-12-09,resolvido,5906,31,3,140.12,0.22,31,Camisetas 31,Moda,Camisetas,179.64,121.35,GlobalBR Comércio
89,2420,1547,defeito,2023-12-08,2023-12-09,resolvido,5907,66,1,862.65,0.18,66,Quadros 66,Casa & Decoração,Quadros,1052.01,467.25,NorteImport Ltda
89,2420,1547,defeito,2023-12-08,2023-12-09,resolvido,5908,189,4,2010.42,0.02,189,Vinhos 189,Alimentos & Bebidas,Vinhos,2051.45,1072.43,SulFornece SA
89,2420,1547,defeito,2023-12-08,2023-12-09,resolvido,5909,84,3,1939.22,0.06,84,Equipamentos de Academia 84,Esporte & Lazer,Equipamentos de Academia,2063.0,1131.64,GlobalBR Comércio
89,2420,1547,defeito,2023-12-08,2023-12-09,resolvido,5910,57,2,1676.06,0.11,57,Luminárias 57,Casa & Decoração,Luminárias,1883.21,1052.8,FornecedorX
89,2420,1547,defeito,2023-12-08,2023-12-09,resolvido,5911,60,2,422.27,0.16,60,Tapetes 60,Casa & Decoração,Tapetes,502.7,225.85,DeltaFornece ME
90,5011,2990,dúvida,2024-07-12,2024-07-17,resolvido,12232,1,2,1555.54,0.04,1,Smartphones 1,Eletrônicos,Smartphones,1620.35,929.9,DeltaFornece ME
90,5011,2990,dúvida,2024-07-12,2024-07-17,resolvido,12233,56,2,2177.64,0.02,56,Luminárias 56,Casa & Decoração,Luminárias,2222.08,1306.23,NorteImport Ltda
90,5011,2990,dúvida,2024-07-12,2024-07-17,resolvido,12234,162,5,233.7,0.05,162,Cuidados com a Pele 162,Beleza & Saúde,Cuidados com a Pele,246.0,103.27,NorteImport Ltda
90,5011,2990,dúvida,2024-07-12,2024-07-17,resolvido,12235,17,4,3171.72,0.04,17,Smart TVs 17,Eletrônicos,Smart TVs,3303.88,2080.86,MegaDistribuidora
91,9461,2027,atraso,2024-03-25,2024-04-09,resolvido,23123,121,2,1042.24,0.22,121,Vinhos 121,Alimentos & Bebidas,Vinhos,1336.21,814.13,MegaDistribuidora
91,9461,2027,atraso,2024-03-25,2024-04-09,resolvido,23124,126,2,2122.78,0.07,126,Snacks Saudáveis 126,Alimentos & Bebidas,Snacks Saudáveis,2282.56,1024.25,AlphaSupply
91,9461,2027,atraso,2024-03-25,2024-04-09,resolvido,23125,23,2,932.95,0.09,23,Câmeras 23,Eletrônicos,Câmeras,1025.22,552.96,DeltaFornece ME
92,3759,2765,dúvida,2023-07-10,2023-07-20,resolvido,9116,76,2,623.28,0.05,76,Tênis Esportivo 76,Esporte & Lazer,Tênis Esportivo,656.08,334.93,MegaDistribuidora
92,3759,2765,dúvida,2023-07-10,2023-07-20,resolvido,9117,125,4,323.26,0.02,125,Chocolates 125,Alimentos & Bebidas,Chocolates,329.86,174.33,AlphaSupply
92,3759,2765,dúvida,2023-07-10,2023-07-20,resolvido,9118,62,3,246.96,0.0,62,Quadros 62,Casa & Decoração,Quadros,246.96,156.18,DeltaFornece ME
92,3759,2765,dúvida,2023-07-10,2023-07-20,resolvido,9119,99,1,3174.86,0.01,99,Perfumes 99,Beleza & Saúde,Perfumes,3206.93,2110.35,MegaDistribuidora
93,4134,2210,dúvida,2024-12-11,,escalado,10023,188,1,95.05,0.04,188,Vitaminas 188,Beleza & Saúde,Vitaminas,99.01,73.24,DeltaFornece ME
93,4134,2210,dúvida,2024-12-11,,escalado,10024,45,1,487.27,0.01,45,Acessórios 45,Moda,Acessórios,492.19,208.51,SulFornece SA
93,4134,2210,dúvida,2024-12-11,,escalado,10025,52,3,1152.05,0.02,52,Móveis 52,Casa & Decoração,Móveis,1175.56,738.61,DeltaFornece ME
93,4134,2210,dúvida,2024-12-11,,escalado,10026,30,4,3110.6,,30,Camisetas 30,Moda,Camisetas,3240.21,1923.14,TechBrasil Ltda
94,13009,2725,atraso,2024-04-25,2024-04-30,resolvido,31888,67,5,2860.55,0.02,67,Vasos 67,Casa & Decoração,Vasos,2918.93,1326.84,DeltaFornece ME
94,13009,2725,atraso,2024-04-25,2024-04-30,resolvido,31889,173,1,2453.34,0.03,173,Material Escolar 173,Livros & Papelaria,Material Escolar,2529.22,1073.72,GlobalBR Comércio
95,4381,1545,troca,2023-08-20,,escalado,10676,165,2,1910.79,0.0,165,Tapetes 165,Casa & Decoração,Tapetes,1910.79,1075.71,MarcoPolo Distribuição
95,4381,1545,troca,2023-08-20,,escalado,10677,14,2,2381.66,0.01,14,Fones de Ouvido 14,Eletrônicos,Fones de Ouvido,2405.72,1384.95,NorteImport Ltda
95,4381,1545,troca,2023-08-20,,escalado,10678,131,2,3384.08,0.03,131,Literatura 131,Livros & Papelaria,Literatura,3488.74,1822.68,FornecedorX
96,2369,2001,atraso,2023-12-22,2024-01-08,resolvido,5784,152,2,1699.87,0.02,152,Roupas Infantis 152,Bebês & Crianças,Roupas Infantis,1734.56,968.0,FornecedorX
97,7830,2728,troca,2023-03-06,,escalado,19226,105,1,934.78,0.04,105,Suplementos 105,Beleza & Saúde,Suplementos,973.73,417.97,TechBrasil Ltda
98,5719,1908,atraso,2024-02-25,,escalado,14012,165,1,1891.68,0.01,165,Tapetes 165,Casa & Decoração,Tapetes,1910.79,1075.71,MarcoPolo Distribuição
98,5719,1908,atraso,2024-02-25,,escalado,14013,172,1,2702.64,0.01,172,Notebooks 172,Eletrônicos,Notebooks,2729.94,1122.36,AlphaSupply
99,2598,222,defeito,2024-10-15,,aberto,6345,165,1,1471.31,0.23,165,Tapetes 165,Casa & Decoração,Tapetes,1910.79,1075.71,MarcoPolo Distribuição
100,13205,40,atraso,2023-12-26,2024-01-03,resolvido,32353,80,2,2332.04,0.03,80,Equipamentos de Academia 80,Esporte & Lazer,Equipamentos de Academia,2404.17,1644.94,GlobalBR Comércio
100,13205,40,atraso,2023-12-26,2024-01-03,resolvido,32354,200,2,2429.6,0.03,200,Luminárias 200,Casa & Decoração,Luminárias,2504.74,1010.42,DeltaFornece ME
100,13205,40,atraso,2023-12-26,2024-01-03,resolvido,32355,164,4,2158.71,0.01,164,Camisetas 164,Moda,Camisetas,2180.52,1417.57,SulFornece SA
101,9734,771,atraso,2023-10-20,,escalado,23797,42,4,2093.25,0.27,42,Acessórios 42,Moda,Acessórios,2867.47,1775.02,TechBrasil Ltda
101,9734,771,atraso,2023-10-20,,escalado,23798,126,4,1917.35,0.16,126,Snacks Saudáveis 126,Alimentos & Bebidas,Snacks Saudáveis,2282.56,1024.25,AlphaSupply
101,9734,771,atraso,2023-10-20,,escalado,23799,27,5,1917.69,0.18,27,Câmeras 27,Eletrônicos,Câmeras,2338.65,1311.28,MarcoPolo Distribuição
101,9734,771,atraso,2023-10-20,,escalado,23800,57,1,1619.56,0.14,57,Luminárias 57,Casa & Decoração,Luminárias,1883.21,1052.8,FornecedorX
101,9734,771,atraso,2023-10-20,,escalado,23801,32,4,273.69,0.26,32,Calças 32,Moda,Calças,369.85,162.36,FornecedorX
102,10392,1614,cobrança,2024-02-17,2024-02-26,resolvido,25461,143,1,1060.62,0.28,143,Material Escolar 143,Livros & Papelaria,Material Escolar,1473.09,897.49,TechBrasil Ltda
102,10392,1614,cobrança,2024-02-17,2024-02-26,resolvido,25462,142,5,2919.67,0.1,142,Material Escolar 142,Livros & Papelaria,Material Escolar,3244.08,1779.8,TechBrasil Ltda
103,14937,2608,cobrança,2023-09-03,2023-09-09,resolvido,36581,125,1,323.26,0.02,125,Chocolates 125,Alimentos & Bebidas,Chocolates,329.86,174.33,AlphaSupply
104,3324,1050,atraso,2023-03-09,2023-03-18,resolvido,8072,72,3,841.67,0.01,72,Bicicletas 72,Esporte & Lazer,Bicicletas,850.17,445.91,SulFornece SA
104,3324,1050,atraso,2023-03-09,2023-03-18,resolvido,8073,120,2,727.6,0.01,120,Chás 120,Alimentos & Bebidas,Chás,734.95,533.29,MarcoPolo Distribuição
105,202,1210,troca,2024-11-09,2024-11-16,resolvido,479,13,3,1975.09,0.0,13,Fones de Ouvido 13,Eletrônicos,Fones de Ouvido,1975.09,1098.87,NorteImport Ltda
106,13183,1791,atraso,2023-06-22,,escalado,32292,86,2,2345.35,0.03,86,Camping 86,Esporte & Lazer,Camping,2417.89,1718.5,FornecedorX
106,13183,1791,atraso,2023-06-22,,escalado,32293,96,2,1521.21,0.02,96,Cosméticos 96,Beleza & Saúde,Cosméticos,1552.26,847.02,MegaDistribuidora
107,9196,2797,dúvida,2024-07-06,,aberto,22482,94,1,1956.19,0.26,94,Cosméticos 94,Beleza & Saúde,Cosméticos,2643.5,1865.66,MegaDistribuidora
108,12435,1812,troca,2023-10-03,2023-10-10,resolvido,30480,71,1,688.45,0.01,71,Utensílios 71,Casa & Decoração,Utensílios,695.4,392.59,MegaDistribuidora
109,12486,37,defeito,2023-12-21,2023-12-24,resolvido,30602,128,4,1298.55,0.03,128,Livros Técnicos 128,Livros & Papelaria,Livros Técnicos,1338.71,888.72,TechBrasil Ltda
109,12486,37,defeito,2023-12-21,2023-12-24,resolvido,30603,126,3,2236.91,0.02,126,Snacks Saudáveis 126,Alimentos & Bebidas,Snacks Saudáveis,2282.56,1024.25,AlphaSupply
109,12486,37,defeito,2023-12-21,2023-12-24,resolvido,30604,123,5,1975.74,0.01,123,Vinhos 123,Alimentos & Bebidas,Vinhos,1995.7,1350.8,TechBrasil Ltda
109,12486,37,defeito,2023-12-21,2023-12-24,resolvido,30605,110,1,2181.55,0.01,110,Vitaminas 110,Beleza & Saúde,Vitaminas,2203.59,1145.98,TechBrasil Ltda
110,1786,2291,cobrança,2024-08-20,2024-08-27,resolvido,4335,79,1,361.44,0.02,79,Tênis Esportivo 79,Esporte & Lazer,Tênis Esportivo,368.82,203.74,DeltaFornece ME
111,3722,1812,dúvida,2023-12-04,2023-12-12,resolvido,9031,114,1,846.18,0.04,114,Cafés 114,Alimentos & Bebidas,Cafés,881.44,396.49,DeltaFornece ME
112,9056,2798,dúvida,2023-12-20,2023-12-27,resolvido,22140,198,3,1461.2,0.05,198,Vitaminas 198,Beleza & Saúde,Vitaminas,1538.11,856.98,SulFornece SA
112,9056,2798,dúvida,2023-12-20,2023-12-27,resolvido,22141,126,4,1757.57,0.23,126,Snacks Saudáveis 126,Alimentos & Bebidas,Snacks Saudáveis,2282.56,1024.25,AlphaSupply
112,9056,2798,dúvida,2023-12-20,2023-12-27,resolvido,22142,159,5,2885.8,0.15,159,Cadeirinhas 159,Bebês & Crianças,Cadeirinhas,3395.06,1448.53,DeltaFornece ME
112,9056,2798,dúvida,2023-12-20,2023-12-27,resolvido,22143,139,3,689.81,0.07,139,Material Escolar 139,Livros & Papelaria,Material Escolar,741.73,521.43,MegaDistribuidora
113,13408,1919,atraso,2024-08-25,2024-09-07,resolvido,32856,16,3,395.0,0.03,16,Fones de Ouvido 16,Eletrônicos,Fones de Ouvido,407.22,239.56,MarcoPolo Distribuição
113,13408,1919,atraso,2024-08-25,2024-09-07,resolvido,32857,97,4,1015.54,0.04,97,Perfumes 97,Beleza & Saúde,Perfumes,1057.85,593.29,MarcoPolo Distribuição
114,9964,1280,cobrança,2023-02-01,,escalado,24391,148,1,405.21,0.17,148,Fraldas 148,Bebês & Crianças,Fraldas,488.21,282.27,AlphaSupply
114,9964,1280,cobrança,2023-02-01,,escalado,24392,162,2,231.24,0.06,162,Cuidados com a Pele 162,Beleza & Saúde,Cuidados com a Pele,246.0,103.27,NorteImport Ltda
114,9964,1280,cobrança,2023-02-01,,escalado,24393,192,1,1246.32,0.26,192,Agendas 192,Livros & Papelaria,Agendas,1684.21,925.96,GlobalBR Comércio
115,5852,1548,cobrança,2023-09-26,,aberto,14350,158,2,1397.33,0.27,158,Cadeirinhas 158,Bebês & Crianças,Cadeirinhas,1914.15,1170.38,SulFornece SA
115,5852,1548,cobrança,2023-09-26,,aberto,14351,63,3,2804.11,0.06,63,Quadros 63,Casa & Decoração,Quadros,2983.1,2188.08,MegaDistribuidora
115,5852,1548,cobrança,2023-09-26,,aberto,14352,73,2,1262.97,0.16,73,Bicicletas 73,Esporte & Lazer,Bicicletas,1503.53,1107.95,SulFornece SA
116,171,2086,atraso,2023-02-04,2023-02-22,resolvido,396,55,3,2514.2,0.0,55,Luminárias 55,Casa & Decoração,Luminárias,2514.2,1470.04,SulFornece SA
117,12392,2264,dúvida,2024-07-13,2024-07-18,resolvido,30366,114,2,855.0,0.03,114,Cafés 114,Alimentos & Bebidas,Cafés,881.44,396.49,DeltaFornece ME
117,12392,2264,dúvida,2024-07-13,2024-07-18,resolvido,30367,163,5,741.65,0.03,163,Acessórios 163,Moda,Acessórios,764.59,378.28,AlphaSupply
117,12392,2264,dúvida,2024-07-13,2024-07-18,resolvido,30368,170,4,1321.29,0.02,170,Equipamentos de Academia 170,Esporte & Lazer,Equipamentos de Academia,1348.26,742.98,AlphaSupply
118,7310,1846,atraso,2023-05-16,,escalado,17932,65,3,2679.93,0.0,65,Quadros 65,Casa & Decoração,Quadros,2679.93,1410.93,SulFornece SA
118,7310,1846,atraso,2023-05-16,,escalado,17933,151,2,722.79,0.0,151,Brinquedos 151,Bebês & Crianças,Brinquedos,722.79,302.5,MegaDistribuidora
118,7310,1846,atraso,2023-05-16,,escalado,17934,185,4,932.67,0.03,185,Smart TVs 185,Eletrônicos,Smart TVs,961.52,634.28,MarcoPolo Distribuição
118,7310,1846,atraso,2023-05-16,,escalado,17935,145,4,3252.76,0.01,145,Fraldas 145,Bebês & Crianças,Fraldas,3285.62,1878.71,FornecedorX
118,7310,1846,atraso,2023-05-16,,escalado,17936,192,4,1633.68,0.03,192,Agendas 192,Livros & Papelaria,Agendas,1684.21,925.96,GlobalBR Comércio
119,1462,1166,atraso,2023-12-21,2024-01-09,resolvido,3517,60,3,492.65,0.02,60,Tapetes 60,Casa & Decoração,Tapetes,502.7,225.85,DeltaFornece ME
119,1462,1166,atraso,2023-12-21,2024-01-09,resolvido,3518,160,1,2879.09,0.03,160,Cadeirinhas 160,Bebês & Crianças,Cadeirinhas,2968.13,1330.24,MegaDistribuidora
120,9387,2218,dúvida,2024-01-11,2024-01-18,resolvido,22938,191,1,1385.99,0.27,191,Quadros 191,Casa & Decoração,Quadros,1898.62,1028.31,NorteImport Ltda
121,10543,1384,dúvida,2023-06-28,,escalado,25850,84,4,2001.11,0.03,84,Equipamentos de Academia 84,Esporte & Lazer,Equipamentos de Academia,2063.0,1131.64,GlobalBR Comércio
121,10543,1384,dúvida,2023-06-28,,escalado,25851,35,5,2833.92,0.02,35,Calças 35,Moda,Calças,2891.76,1178.21,NorteImport Ltda
122,2066,105,cobrança,2024-07-01,,escalado,5003,34,1,1310.5,0.04,34,Calças 34,Moda,Calças,1365.1,977.44,AlphaSupply
122,2066,105,cobrança,2024-07-01,,escalado,5004,100,4,2784.9,0.0,100,Cuidados com a Pele 100,Beleza & Saúde,Cuidados com a Pele,2784.9,1887.78,SulFornece SA
123,8965,2076,atraso,2024-08-01,,aberto,21924,89,1,1689.18,0.11,89,Natação 89,Esporte & Lazer,Natação,1897.95,1151.37,NorteImport Ltda
124,3784,2181,defeito,2023-11-24,,escalado,9178,118,2,2876.84,0.04,118,Chás 118,Alimentos & Bebidas,Chás,2996.71,1495.32,DeltaFornece ME
124,3784,2181,defeito,2023-11-24,,escalado,9179,112,4,437.74,0.04,112,Cafés 112,Alimentos & Bebidas,Cafés,455.98,279.02,MegaDistribuidora
124,3784,2181,defeito,2023-11-24,,escalado,9180,49,3,2075.58,0.01,49,Móveis 49,Casa & Decoração,Móveis,2096.55,1131.56,MegaDistribuidora
124,3784,2181,defeito,2023-11-24,,escalado,9181,135,1,2182.07,0.02,135,Agendas 135,Livros & Papelaria,Agendas,2226.6,1510.4,NorteImport Ltda
125,4653,537,defeito,2024-09-26,,aberto,11308,94,2,2590.63,0.02,94,Cosméticos 94,Beleza & Saúde,Cosméticos,2643.5,1865.66,MegaDistribuidora
125,4653,537,defeito,2024-09-26,,aberto,11309,185,1,942.29,0.02,185,Smart TVs 185,Eletrônicos,Smart TVs,961.52,634.28,MarcoPolo Distribuição
125,4653,537,defeito,2024-09-26,,aberto,11310,158,5,1856.73,0.03,158,Cadeirinhas 158,Bebês & Crianças,Cadeirinhas,1914.15,1170.38,SulFornece SA
126,12211,1208,troca,2024-11-23,2024-12-02,resolvido,29902,198,4,1507.35,0.02,198,Vitaminas 198,Beleza & Saúde,Vitaminas,1538.11,856.98,SulFornece SA
127,7647,2331,troca,2023-03-29,,aberto,18784,139,4,660.14,0.11,139,Material Escolar 139,Livros & Papelaria,Material Escolar,741.73,521.43,MegaDistribuidora
128,297,2867,cobrança,2024-02-13,2024-02-16,resolvido,708,192,5,1616.84,0.04,192,Agendas 192,Livros & Papelaria,Agendas,1684.21,925.96,GlobalBR Comércio
128,297,2867,cobrança,2024-02-13,2024-02-16,resolvido,709,153,3,3299.54,0.02,153,Roupas Infantis 153,Bebês & Crianças,Roupas Infantis,3366.88,2263.03,GlobalBR Comércio
128,297,2867,cobrança,2024-02-13,2024-02-16,resolvido,710,97,2,1026.11,0.03,97,Perfumes 97,Beleza & Saúde,Perfumes,1057.85,593.29,MarcoPolo Distribuição
129,14433,321,defeito,2024-07-01,,escalado,35378,128,5,1311.94,0.02,128,Livros Técnicos 128,Livros & Papelaria,Livros Técnicos,1338.71,888.72,TechBrasil Ltda
129,14433,321,defeito,2024-07-01,,escalado,35379,169,1,362.38,0.0,169,Quadros 169,Casa & Decoração,Quadros,362.38,212.63,TechBrasil Ltda
130,5261,2586,cobrança,2024-12-30,2025-01-04,resolvido,12874,23,4,994.46,0.03,23,Câmeras 23,Eletrônicos,Câmeras,1025.22,552.96,DeltaFornece ME
130,5261,2586,cobrança,2024-12-30,2025-01-04,resolvido,12875,48,3,3122.63,0.01,48,Roupas Íntimas 48,Moda,Roupas Íntimas,3154.17,2030.49,FornecedorX
130,5261,2586,cobrança,2024-12-30,2025-01-04,resolvido,12876,42,4,2867.47,0.0,42,Acessórios 42,Moda,Acessórios,2867.47,1775.02,TechBrasil Ltda
131,9246,1373,dúvida,2024-12-11,,aberto,22610,192,2,1616.84,0.04,192,Agendas 192,Livros & Papelaria,Agendas,1684.21,925.96,GlobalBR Comércio
132,4498,858,atraso,2023-08-17,2023-09-06,resolvido,10939,21,5,1118.83,0.03,21,Smart TVs 21,Eletrônicos,Smart TVs,1153.43,796.08,TechBrasil Ltda
132,4498,858,atraso,2023-08-17,2023-09-06,resolvido,10940,117,4,2298.94,0.05,117,Chás 117,Alimentos & Bebidas,Chás,2419.94,1537.07,MegaDistribuidora
133,6538,1219,dúvida,2023-12-25,,escalado,16029,181,4,1599.94,0.0,181,Fraldas 181,Bebês & Crianças,Fraldas,1599.94,811.55,SulFornece SA
133,6538,1219,dúvida,2023-12-25,,escalado,16030,65,4,2385.14,0.11,65,Quadros 65,Casa & Decoração,Quadros,2679.93,1410.93,SulFornece SA
134,9922,776,atraso,2023-01-18,,aberto,24264,154,1,914.2,0.09,154,Roupas Infantis 154,Bebês & Crianças,Roupas Infantis,1004.62,586.48,DeltaFornece ME
134,9922,776,atraso,2023-01-18,,aberto,24265,146,3,2326.79,0.12,146,Fraldas 146,Bebês & Crianças,Fraldas,2644.08,1658.6,AlphaSupply
134,9922,776,atraso,2023-01-18,,aberto,24266,165,4,1566.85,0.18,165,Tapetes 165,Casa & Decoração,Tapetes,1910.79,1075.71,MarcoPolo Distribuição
134,9922,776,atraso,2023-01-18,,aberto,24267,134,1,267.66,0.05,134,Literatura 134,Livros & Papelaria,Literatura,281.75,123.22,MarcoPolo Distribuição
